key,Race,Date,distance_km,elevation_gain_m,key_race,finishers,winner_hours,top3_median_hours,km_effort,vertical_share,elite_equivalent_speed
12118,HELLY HANSEN ULTRA-TRAIL® COLLSEROLA 2014 - UT COLLSEROLA - MITJA VOLTA,22 November 2014,46.2,1530,12118,443,3.5808333333333335,3.910277777777778,61.5,0.24878048780487805,15.727782908290118
12119,SKYRUN 2014 - 65 KM,22 November 2014,65.5,3180,12119,65,9.95,11.05,97.3,0.32682425488180883,8.805429864253393
12120,TRAIL AM 2014 - TRAIL AMIGOS DA MONTANHA,23 November 2014,62.7,2230,12120,218,5.854444444444445,6.198611111111111,85.0,0.2623529411764706,13.712749271790276
12121,MAFATE TRAIL TOUR 2014,22 November 2014,65.0,3200,12121,464,8.025555555555556,8.221111111111112,97.0,0.32989690721649484,11.798891742127314
12122,THE NORTH FACE ENDURANCE CHALLENGE CERRO CATEDRAL 2014 - 50K,23 November 2014,51.8,3390,12122,273,5.566111111111111,6.548333333333333,85.69999999999999,0.39556592765460913,13.087299567319928
12123,THE NORTH FACE ENDURANCE CHALLENGE CERRO CATEDRAL 2014 - 80K,23 November 2014,77.3,4200,12123,9,10.42,10.420277777777779,119.3,0.3520536462699078,11.448831071895075
12124,CLARK-MIYAMIT FALLS 2014 - CM50 MILE RACE,23 November 2014,86.5,3090,12124,95,10.396666666666667,10.817222222222222,117.4,0.2632027257240204,10.853063530378511
12125,THE NORTH FACE ENDURANCE CHALLENGE CERRO CATEDRAL 2014 - 75K - SHORTER,23 November 2014,75.2,3990,12125,61,10.845,11.2175,115.1,0.3466550825369244,10.260753287274348
12126,THE NORTH FACE ENDURANCE CHALLENGE CERRO CATEDRAL 2014 - 70K - SHORTER,23 November 2014,69.9,3260,12126,76,12.290277777777778,12.358055555555556,102.5,0.3180487804878049,8.294185079457844
12127,COASTAL TRAIL SERIES - GOWER 2014 - ULTRA,15 November 2014,57.0,1450,12127,101,4.961944444444445,5.428888888888889,71.5,0.20279720279720279,13.170282439623413
12128,TARAWERA TRAIL 2014 - 50 KM,15 November 2014,50.0,1720,12128,105,4.0925,4.32,67.2,0.25595238095238093,15.555555555555555
12129,OXFAM TRAILWALKER HONG KONG 2014,14 November 2014,99.0,4730,12129,4404,11.945,11.945555555555556,146.3,0.3233082706766917,12.247232815552042
12130,ANTELOPE ISLAND FALL CLASSIC 50K 2014,15 November 2014,50.0,1500,12130,67,4.649166666666667,4.7725,65.0,0.23076923076923078,13.619696176008382
12131,STONE MILL 50 MILES 2014,15 November 2014,82.0,2050,12131,261,6.821111111111111,7.1825,102.5,0.2,14.27079707622694
12132,TUNNEL HILL 100 & 50 MILE RUNS 2014 - 100MI,15 November 2014,160.9,400,12132,84,14.757222222222222,16.13388888888889,164.9,0.02425712553062462,10.220722426913673
12133,THE DRUID CHALLENGE 2014,7 November 2014,135.0,2370,12133,127,10.546944444444444,11.828333333333333,158.7,0.14933837429111532,13.416936733831195
12134,MARATON ALPINO DE JARAPALOS 2014 - MARATÓN,8 November 2014,41.0,1900,12134,594,3.640833333333333,3.8991666666666664,60.0,0.31666666666666665,15.387903398162
12135,GRAN TRAIL MONDUBER 2014 - 43 KM,8 November 2014,43.0,2360,12135,139,4.478611111111111,4.595555555555555,66.6,0.3543543543543544,14.492263056092842
12136,TAIWAN ACTION ASIA50 2014 - 50 KM,8 November 2014,49.5,2620,12136,122,5.575,5.873055555555555,75.7,0.34610303830911493,12.889372369105615
12137,GRAN TRAIL MONDUBER 2014 - 80 KM,8 November 2014,81.0,3850,12137,68,9.181666666666667,9.574166666666667,119.5,0.32217573221757323,12.481504047349638
12138,GEORGIA SKY TO SUMMIT 2014 - 50K,8 November 2014,50.0,2300,12138,102,5.1386111111111115,5.384722222222222,73.0,0.3150684931506849,13.556873871550168
12139,SPARNATRAIL 2014,9 November 2014,57.2,1360,12139,332,4.357777777777778,4.629444444444444,70.8,0.192090395480226,15.293411736469459
12140,BELLINGHAM TRAIL 2014 - MARATHON,9 November 2014,42.1,2000,12140,96,3.955,4.228888888888889,62.1,0.322061191626409,14.684708355228587
12142,BROMO TENGGER SEMERU 100 ULTRA 2014 - BTS 102K,7 November 2014,103.5,4820,12142,14,21.481944444444444,21.581666666666667,151.7,0.31773236651285436,7.029114217314078
12143,BROMO TENGGER SEMERU 100 ULTRA 2014 - BTS 70K,8 November 2014,66.5,2850,12143,81,10.846666666666666,11.957222222222223,95.0,0.3,7.944989081447753
12144,DESAFIO LURBEL 2014 - DESAFIO AITANA,8 November 2014,85.5,5510,12144,260,9.754722222222222,10.141944444444444,140.6,0.39189189189189194,13.863219303771466
12145,THE BLACKALL 100 2014 - 100 KM,8 November 2014,95.5,2740,12145,59,10.70861111111111,10.999722222222223,122.9,0.2229454841334418,11.173009419429784
12146,THE BLACKALL 100 2014 - 50 KM,8 November 2014,50.0,1950,12146,94,4.718333333333334,4.949722222222222,69.5,0.2805755395683453,14.041191986082271
12147,TRAIL DELL'ULIVO 2014 - 43 KM,9 November 2014,42.0,2800,12147,87,3.9930555555555554,4.118611111111111,70.0,0.4,16.996020772914278
12148,KANNA MOUNTAIN RUN AND WALK (LONG CLASS) 2014 - LONG CLASS,9 November 2014,39.3,2010,12148,81,5.145555555555555,5.2877777777777775,59.4,0.3383838383838384,11.233452405967641
12149,MAMMOTH MARCH 2014 - MAMMOTH EXTENDED MARCH,31 October 2014,144.9,1900,12149,5,19.35,20.583333333333332,163.9,0.11592434411226357,7.962753036437248
12150,MAMMOTH MARCH 2014,31 October 2014,97.7,1270,12150,22,11.466666666666667,11.9,110.4,0.11503623188405795,9.277310924369749
12151,JAVELINA JUNDRED 2014 - 100 MILES,1 November 2014,162.9,1960,12151,288,14.859166666666667,15.259722222222223,182.5,0.10739726027397262,11.959588604714662
12152,FESTIVAL DES HOSPITALIERS 2014 - TRAIL LARZAC DOURBIE,1 November 2014,29.3,1370,12152,470,2.516388888888889,2.588888888888889,43.0,0.3186046511627907,16.609442060085836
12153,SALOMON LANTAU TRAIL 2014 - 70 KM,1 November 2014,79.4,3620,12153,152,8.85,8.988055555555556,115.60000000000001,0.31314878892733566,12.861513737367494
12154,OVER PIROS TRAIL 2014 - PIROS 85,1 November 2014,87.3,3130,12154,270,8.151111111111112,8.222777777777777,118.6,0.26391231028667794,14.423349773663942
12155,TRAIL DE MONTANEJOS 2014 - 55K,1 November 2014,55.6,2220,12155,195,5.034722222222222,5.234444444444445,77.8,0.2853470437017995,14.863086393547016
12156,JAVELINA JUNDRED 2014 - 100 KM,1 November 2014,98.7,1200,12156,103,9.590277777777779,9.75388888888889,110.7,0.1084010840108401,11.34931935979951
12157,PINHOTI 100 2014 - PINHOTI 100 MILES,1 November 2014,161.9,4930,12157,118,17.331944444444446,18.39388888888889,211.2,0.2334280303030303,11.4820743604458
12158,FESTIVAL DES HOSPITALIERS 2014 - TRAIL DES HOSPITALIERS,2 November 2014,74.3,3770,12158,399,7.943333333333333,8.023055555555555,112.0,0.3366071428571429,13.959768722085657
12159,THE NORTH FACE ENDURANCE CHALLENGE COLUMBIA SIBATÉ 2014 - 80 KM,2 November 2014,80.5,3740,12159,24,11.012777777777778,11.644166666666667,117.9,0.3172179813401187,10.125241537250412
12160,OZARK 100 MILE ENDURANCE RUN 2014,1 November 2014,161.0,4500,12160,36,17.74361111111111,18.929166666666667,206.0,0.21844660194174756,10.882676645388509
12161,MOUNTAIN MASOCHIST TRAIL RUN 2014,1 November 2014,86.9,2810,12161,242,7.345833333333333,7.349722222222222,115.0,0.24434782608695654,15.646849843153559
12162,HAANJA ULTRA100 2014 - HAANJA JALA ULTRA 100,1 November 2014,100.0,1130,12162,62,8.272222222222222,8.576666666666666,111.3,0.10152740341419587,12.977069568596969
12163,APTR ULTRA ITACOLOMI 2014 - 55 KM,1 November 2014,55.4,2120,12163,30,4.652222222222222,5.648611111111111,76.6,0.27676240208877284,13.56085566756823
12164,THREE PEAKS CHALLENGE 2014,1 November 2014,50.0,2800,12164,118,5.416388888888889,5.616944444444444,78.0,0.358974358974359,13.886553582908858
12165,WHITE ROSE ULTRA 2014 - 60 MILE,2 November 2014,96.7,2840,12165,50,8.550277777777778,10.1175,125.1,0.22701838529176657,12.364714603409933
12166,WHITE ROSE ULTRA 2014 - 30 MILE,2 November 2014,49.0,1430,12166,140,4.091666666666667,4.351388888888889,63.3,0.22590837282780413,14.547079476540057
12167,ULTRA MARATHON SOVEV EMEK 2014 - 66 KM,23 October 2014,61.0,790,12167,158,4.964166666666666,5.128055555555555,68.9,0.11465892597968069,13.43589188017984
12168,ULTRA MARATHON SOVEV EMEK 2014 - 100 KM,23 October 2014,99.0,1570,12168,73,8.639722222222222,9.940833333333334,114.7,0.13687881429816912,11.538268086176544
12169,ULTRA MARATHON SOVEV EMEK 2014 - 166 KM,23 October 2014,166.0,2240,12169,24,16.7,19.316666666666666,188.4,0.11889596602972398,9.75323554788611
12170,ULTRA MARATHON SOVEV EMEK 2014 - 200 KM,23 October 2014,199.6,2930,12170,15,26.466666666666665,26.783333333333335,228.9,0.12800349497597205,8.546359676415682
12171,LE GRAND RAID DE LA RÉUNION 2014,23 October 2014,172.6,10000,12171,1147,24.41722222222222,25.92388888888889,272.6,0.3668378576669112,10.515397638385874
12172,LE GRAND RAID DE LA RÉUNION 2014 - TRAIL DE BOURBON,23 October 2014,92.6,5650,12172,906,12.625277777777777,13.668333333333333,149.1,0.3789403085177733,10.908425801731497
12173,FESTIVAL DES TEMPLIERS 2014 - INTÉGRALE DES CAUSSES,24 October 2014,62.0,2800,12173,312,6.240833333333334,6.291111111111111,90.0,0.3111111111111111,14.305898975626986
12174,FESTIVAL DES TEMPLIERS 2014 - ENDURANCE TRAIL,24 October 2014,100.2,4820,12174,615,10.825277777777778,10.991944444444444,148.4,0.3247978436657682,13.500796037502212
12175,LE GRAND RAID DE LA RÉUNION 2014 - LA MASCAREIGNES,24 October 2014,67.1,4000,12175,592,8.718333333333334,8.79888888888889,107.1,0.3734827264239029,12.171991413057203
12176,LEMKOWYNA ULTRA-TRAIL® 2014 - LUT 150,24 October 2014,147.0,5190,12176,78,20.039722222222224,20.2075,198.9,0.2609351432880844,9.842880118767784
12177,CACTUS ROSE 2014 - 100 MILE,25 October 2014,161.0,4400,12177,40,21.141666666666666,22.907222222222224,205.0,0.2146341463414634,8.949142676982028
12178,ULTRA-TRAIL CAPE TOWN 2014 - 65KM,25 October 2014,62.0,2900,12178,69,7.569444444444445,7.906944444444444,91.0,0.31868131868131866,11.508870542771826
12179,ULTRA-TRAIL CAPE TOWN 2014 - 100KM,25 October 2014,101.1,4260,12179,17,10.6875,11.757222222222222,143.7,0.2964509394572025,12.222274724755469
12180,LEMKOWYNA ULTRA-TRAIL® 2014 - LUT 70,25 October 2014,68.0,2040,12180,166,6.823611111111111,7.029444444444445,88.4,0.23076923076923073,12.575673753260096
12181,GRAN VUELTA VALLE GENAL 2014 - GVVG,25 October 2014,124.9,6850,12181,184,14.96888888888889,15.808055555555555,193.4,0.3541882109617373,12.234268744838252
12182,CAPPADOCIA ULTRA TRAIL 2014 - 100K,25 October 2014,110.8,3360,12182,23,13.55861111111111,14.106388888888889,144.4,0.23268698060941828,10.236496465352579
12183,CAPPADOCIA ULTRA TRAIL 2014 - 60K,25 October 2014,62.0,1860,12183,38,6.747222222222222,6.776388888888889,80.6,0.2307692307692308,11.894240623078499
12184,ASICS SIGULDA MOUNTAIN MARATHON 2014 - 55 KM,25 October 2014,55.0,2000,12184,185,5.093333333333334,5.124444444444444,75.0,0.26666666666666666,14.6357328707719
12185,FESTIVAL DES TEMPLIERS 2014 - MARATHON DES CAUSSES,25 October 2014,37.1,1610,12185,711,3.1105555555555555,3.193611111111111,53.2,0.3026315789473684,16.658258676176395
12186,FESTIVAL DES TEMPLIERS 2014 - MONA LISA,25 October 2014,29.3,1240,12186,509,2.5091666666666668,2.6341666666666668,41.7,0.2973621103117506,15.830433407149636
12187,HEYSEN 105KM 2014 - THE HEYSEN 105KM TRAIL RACE,25 October 2014,105.0,3350,12187,49,9.86,10.45,138.5,0.24187725631768953,13.253588516746412
12188,CACTUS ROSE 2014 - 50 MILE,25 October 2014,81.0,2200,12188,96,8.060555555555556,8.144722222222223,103.0,0.21359223300970873,12.646226254220524
12189,FESTIVAL DES TEMPLIERS 2014 - VO2 TRAIL,25 October 2014,20.2,720,12189,759,1.5622222222222222,1.565,27.4,0.26277372262773724,17.507987220447284
12190,FESTIVAL DES TEMPLIERS 2014 - GRAND TRAIL DES TEMPLIERS,26 October 2014,74.4,3470,12190,1990,6.613611111111111,6.654166666666667,109.10000000000001,0.31805682859761686,16.395742016280526
12191,TRAIL MONTE CASTO 2014 - TRAIL MONTE CASTO 46K,26 October 2014,47.5,2130,12191,290,4.145555555555555,4.191666666666666,68.8,0.309593023255814,16.41351888667992
12192,TRAIL MONTE CASTO 2014 - TRAIL DEL MONTE CASTO - 21KM,26 October 2014,21.0,900,12192,435,1.6144444444444443,1.6440277777777776,30.0,0.3,18.24786685815663
12193,MSIG HK50 2014 - 50 KM,26 October 2014,50.0,2730,12193,211,5.011111111111111,5.0633333333333335,77.3,0.3531694695989651,15.266622778143514
12194,TOUR DU NIPALOU 2014 - 46 KM,26 October 2014,46.0,2020,12194,53,4.373055555555555,4.494722222222222,66.2,0.3051359516616314,14.728385143069032
12195,BEAR TRAIL 2014 - 56 KM,25 October 2014,57.1,1120,12195,106,4.172777777777778,4.172777777777778,68.3,0.16398243045387995,16.367993609372917
12196,THAILAND ULTRAMARATHON 2014 - THAILAND ULTRAMARATHON - TU 50KM,25 October 2014,52.0,2450,12196,93,6.203611111111111,6.2075,76.5,0.3202614379084967,12.323801852597665
12197,ANNAPURNA ULTRA MOUNTAIN 2014,26 October 2014,72.0,2150,12197,24,8.302777777777777,9.148472222222223,93.5,0.22994652406417113,10.220285718623327
12198,RODOPI ADVENDURUN 2014 - 100 MILES,17 October 2014,164.1,6610,12198,86,24.520555555555557,24.989444444444445,230.2,0.28714161598609905,9.21188946444054
12199,LA MONTANA SOLIDARIA 2014,17 October 2014,40.5,1660,12199,170,3.9030555555555555,3.908611111111111,57.1,0.2907180385288967,14.60876981024803
12200,STOVKA PODKRKONOSIM 2014,17 October 2014,110.0,3100,12200,65,12.176666666666666,12.216944444444444,141.0,0.2198581560283688,11.541347400013644
12201,TRAIL DU HAUT CLUNYSOIS 2014 - COMCOM TRAIL DU HAUT CLUNYSOIS,18 October 2014,69.0,2900,12201,35,6.591666666666667,6.591666666666667,98.0,0.29591836734693877,14.867256637168142
12202,ULTRA TRAIL SERRA DE MONTSANT 2014 - UTSM,18 October 2014,101.2,4070,12202,146,12.329444444444444,12.833055555555555,141.9,0.2868217054263566,11.057382194419793
12203,ULTRA TRAIL SERRA DE MONTSANT 2014 - TSM26,18 October 2014,26.5,1190,12203,138,2.147222222222222,2.3041666666666667,38.4,0.30989583333333337,16.66546112115732
12204,ULTRA TRAIL SERRA DE MONTSANT 2014 - HTSM,18 October 2014,43.8,1920,12204,85,4.3758333333333335,4.490833333333334,63.0,0.30476190476190473,14.028576730376692
12205,TRAIL DU HAUT CLUNYSOIS 2014 - MARATRAIL DU HAUT CLUNYSOIS,18 October 2014,49.0,1830,12205,76,4.298333333333333,4.791666666666667,67.3,0.2719167904903418,14.045217391304346
12206,ULTRA TRAIL LAGO D'ORTA 2014 - UTLO 90 KM,18 October 2014,88.0,6730,12206,214,10.337222222222222,11.973611111111111,155.3,0.43335479716677394,12.970189073193366
12207,CENTURION AUTUMN 100 2014,18 October 2014,162.4,2130,12207,95,15.061944444444444,16.478055555555557,183.70000000000002,0.11594991834512793,11.148160010788759
12208,TENERIFE BLUETRAIL 2014 - ULTRA,18 October 2014,94.1,5220,12208,211,11.135555555555555,11.670277777777779,146.3,0.3568010936431989,12.536119772451384
12209,TENERIFE BLUETRAIL 2014 - TRAIL,18 October 2014,59.7,2460,12209,506,5.1925,5.305555555555555,84.30000000000001,0.2918149466192171,15.889005235602097
12210,ULTRA DE GREDOS 2014 - MEDIO ULTRA DE GREDOS,18 October 2014,44.9,3100,12210,245,5.973333333333334,5.973888888888889,75.9,0.40843214756258234,12.705291546545151
12211,ULTRA DE GREDOS 2014,18 October 2014,82.5,5460,12211,142,11.719166666666666,11.721111111111112,137.1,0.3982494529540482,11.696843302682717
12212,ULTRATRACK SUPRAMONTE SEASIDE 2014 - ULTRA,18 October 2014,80.0,4000,12212,16,10.178611111111111,10.543055555555556,120.0,0.3333333333333333,11.381899617968646
12213,THE NORTH FACE ENDURANCE CHALLENGE CHILE 2014 - 50 KM,18 October 2014,50.0,3370,12213,206,5.0975,5.342222222222222,83.7,0.4026284348864994,15.667637271214643
12214,THE NORTH FACE ENDURANCE CHALLENGE CHILE 2014 - 80 KM,18 October 2014,80.0,4530,12214,84,8.80638888888889,9.385833333333334,125.3,0.36153232242617717,13.349906774394032
12215,THE NORTH FACE ENDURANCE CHALLENGE CHILE 2014 - 160 KM,18 October 2014,160.0,8470,12215,19,22.822222222222223,25.614166666666666,244.7,0.34613812832039237,9.553307089175911
12216,TIANMU-7 TRAIL RUNNING - FALL SERIES 2014 - 50 KM,18 October 2014,52.8,4070,12216,146,7.645,7.948055555555555,93.5,0.43529411764705883,11.76388354943557
12217,ULTRATRACK SUPRAMONTE SEASIDE 2014 - SUPRAMONTE SEASIDE TRAIL,18 October 2014,35.0,1800,12217,24,4.039166666666667,4.7716666666666665,53.0,0.33962264150943394,11.107230178134824
12218,HUME AND HOVELL 2014 - 100 KM,18 October 2014,100.0,2500,12218,19,10.750277777777777,10.750277777777777,125.0,0.2,11.627606521795304
12219,ULTRA TRAIL LAGO D'ORTA 2014 - UTLO 58 KM,18 October 2014,57.7,3200,12219,178,6.510833333333333,6.6883333333333335,89.7,0.3567447045707915,13.411412908048842
12220,ULTRA TRAIL LAGO D'ORTA 2014 - UTLO 30 KM,18 October 2014,27.9,2130,12220,267,3.016388888888889,3.0727777777777776,49.2,0.4329268292682927,16.011571144458507
12221,INDIAN CREEK FIFTIES 2014 - 50K,18 October 2014,55.0,2350,12221,97,4.933333333333334,5.35,78.5,0.29936305732484075,14.672897196261683
12222,INDIAN CREEK FIFTIES 2014 - 50 MILE,18 October 2014,81.3,3000,12222,19,9.483333333333333,9.916666666666666,111.3,0.2695417789757412,11.223529411764707
12223,HUME AND HOVELL 2014 - 50 KM,18 October 2014,51.6,1250,12223,34,4.190833333333333,4.851944444444444,64.1,0.1950078003120125,13.211198259575198
12224,ENTRE PALIS ET MEGALITHES 2014,19 October 2014,64.0,780,12224,84,5.668888888888889,5.8275,71.8,0.10863509749303621,12.320892320892321
12225,TARTUFO TRAIL RUNNING 2014 - 50 KM,19 October 2014,49.6,2300,12225,97,4.7575,5.3822222222222225,72.6,0.31680440771349866,13.488852188274151
12226,TARTUFO TRAIL RUNNING 2014 - 66 KM,19 October 2014,68.2,3360,12226,81,6.792222222222223,7.035555555555556,101.80000000000001,0.33005893909626716,14.469361970941252
12227,GRAND TRAIL DU LAC 2014 - 34 KM,19 October 2014,32.5,2620,12227,179,3.786388888888889,3.8558333333333334,58.7,0.44633730834752977,15.223687054246813
12228,GRAND TRAIL DU LAC 2014 - 77 KM,19 October 2014,72.9,3650,12228,114,8.842222222222222,9.267777777777777,109.4,0.3336380255941499,11.804340007193383
12229,OSJ HYONOSEN TRAIL 2014 - 68 KM,19 October 2014,68.1,3640,12229,357,7.930555555555555,8.112222222222222,104.5,0.34832535885167465,12.881797014107656
12230,DESAFIO CANTABRIA 2014,17 October 2014,90.1,5460,12230,171,10.95861111111111,11.081111111111111,144.7,0.3773324118866621,13.058257294695677
12231,ULTIMA FRONTERA TRAIL 2014 - ULTIMA FRONTERA 55,18 October 2014,55.7,1530,12231,16,5.2425,5.321666666666666,71.0,0.2154929577464789,13.341684935797057
12232,ULTIMA FRONTERA TRAIL 2014 - ULTIMA FRONTERA 83,18 October 2014,84.1,2300,12232,22,8.719166666666666,8.920277777777779,107.1,0.21475256769374418,12.006352567496029
12233,ULTIMA FRONTERA TRAIL 2014 - ULTIMA FRONTERA 166,18 October 2014,168.2,4600,12233,9,18.038055555555555,23.296944444444446,214.2,0.21475256769374418,9.194338790256232
12234,GREAT OCEAN WALK 100S 2014 - GOW100S,18 October 2014,100.4,2960,12234,59,9.141111111111112,10.2175,130.0,0.2276923076923077,12.723268901394666
12235,KRK ISLAND TRAIL 2014 - 50 KM,18 October 2014,50.0,2000,12235,38,4.6425,5.016666666666667,70.0,0.2857142857142857,13.953488372093023
12236,THAILAND ULTRAMARATHON 2014 - THAILAND ULTRAMARATHON - TU 100KM,18 October 2014,83.0,4000,12236,22,9.854722222222222,10.17,123.0,0.3252032520325203,12.094395280235988
12237,AXTRAIL ULTRA TRAIL ALDEIAS DO XISTO 2014 - UTAX,18 October 2014,104.8,5720,12237,160,13.112777777777778,13.187777777777777,162.0,0.3530864197530864,12.284101440727948
12238,AXTRAIL ULTRA TRAIL ALDEIAS DO XISTO 2014 - TSL,18 October 2014,44.4,2370,12238,313,4.472222222222222,4.669722222222222,68.1,0.3480176211453745,14.58330854797454
12239,MOURNE SKYLINE MOUNTAIN-TRAIL RACE 2014 - MOURNE SKYLINE MTR,18 October 2014,35.0,3370,12239,114,3.9525,3.995,68.7,0.49053857350800584,17.196495619524406
12240,KRK ISLAND TRAIL 2014 - 25 KM,18 October 2014,22.0,1000,12240,249,2.3866666666666667,2.465,32.0,0.3125,12.981744421906695
12241,45KM MACLEHOSE TRAIL CHALLENGE 2014,18 October 2014,45.0,2600,12241,378,5.130277777777778,5.394166666666667,71.0,0.36619718309859156,13.162366754209794
12242,BELFORTTRAIL 2014 - BELFORTRAIL ( SOLO ),19 October 2014,55.0,2900,12242,301,5.7747222222222225,5.836666666666667,84.0,0.34523809523809523,14.391776127926898
12243,ECO TRAIL VIE DI SAN FRANCESCO 2014 - ECOTRAIL VIE DI SAN FRANCESCO - SHORT WAY,10 October 2014,98.0,3800,12243,60,10.25,11.333333333333334,136.0,0.27941176470588236,12.0
12244,RALEIGH CHALLENGE - WILSON TRAIL 2014 - RALEIGH CHALLENGE - WILSON TRAIL TORNADO,10 October 2014,173.2,7950,12244,24,29.95138888888889,33.03277777777778,252.7,0.3146022952117135,7.649977295279099
12245,100 MILES SUD DE FRANCE 2014 - 100 MILES,10 October 2014,162.8,7500,12245,137,26.913888888888888,28.5575,237.8,0.3153910849453322,8.32705944147772
12246,100 MILES SUD DE FRANCE 2014 - GRANDE TRAVERSÉE,10 October 2014,111.8,5000,12246,219,13.8375,14.42361111111111,161.8,0.3090234857849196,11.217717862301397
12247,LES DÉFIS DU JUBILÉ 2014 - DÉFI 7,11 October 2014,68.0,2050,12247,44,7.449722222222222,7.626666666666667,88.5,0.23163841807909605,11.604020979020978
12248,LES DÉFIS DU JUBILÉ 2014 - DÉFI 7+,11 October 2014,71.0,2530,12248,43,6.528888888888889,6.998888888888889,96.3,0.26272066458982346,13.759326877282108
12249,LAKES IN A DAY 2014 - 50 MILE,11 October 2014,74.0,3430,12249,152,10.6225,10.6825,108.3,0.31671283471837486,10.138076293002575
12250,ULTRA-TRAIL® DE MEXICO 2014 - 100K ULTRA,11 October 2014,100.4,3050,12250,144,10.7325,11.39638888888889,130.9,0.23300229182582122,11.486094523118922
12251,RALEIGH CHALLENGE - WILSON TRAIL 2014 - RALEIGH CHALLENGE - WILSON TRAIL CHALLENGER,11 October 2014,86.5,3790,12251,333,10.402777777777779,12.496944444444445,124.4,0.3046623794212218,9.954433305919224
12252,RALEIGH CHALLENGE - WILSON TRAIL 2014 - RALEIGH CHALLENGE WILSON TRAIL ADVENTURE - NIGHT COURSE,11 October 2014,48.0,1980,12252,126,6.856111111111111,7.0408333333333335,67.8,0.2920353982300885,9.62954195762812
12253,DICK COLLINS FIRETRAIL 2014,11 October 2014,80.5,2380,12253,242,6.583888888888889,7.141944444444444,104.3,0.22818791946308725,14.603866049550776
12254,ELK-KING'S 2014 - 50K,11 October 2014,50.0,2300,12254,35,5.3741666666666665,5.480833333333333,73.0,0.3150684931506849,13.319142466169987
12255,OREGON COAST 2014 - 50 KM,11 October 2014,50.0,1250,12255,152,3.993611111111111,4.424444444444444,62.5,0.2,14.126067302862884
12256,OREGON COAST 2014 - 30 KM,11 October 2014,30.0,1050,12256,109,3.1855555555555557,3.2755555555555556,40.5,0.25925925925925924,12.364314789687924
12257,TRAIL ENDURANCE SHOP DE GORBIO 2014 - TRAIL DE GORBIO 42KM,12 October 2014,42.0,2900,12257,135,4.1675,4.418888888888889,71.0,0.4084507042253521,16.06738747799849
12258,YERBA BUENA A TAFI DEL VALLE 2014 - 50K,12 October 2014,50.0,4000,12258,52,7.390555555555555,7.530555555555556,90.0,0.4444444444444444,11.951309479896716
12259,CONOCIENDO A LA PACHA MAMA 2014 - 100K,12 October 2014,99.5,4290,12259,17,15.380555555555556,16.030555555555555,142.4,0.3012640449438202,8.883035869000175
12260,ULTRAMARATON BIESZCZADZKI 2014,12 October 2014,53.0,1500,12260,464,4.691111111111111,4.955277777777778,68.0,0.22058823529411764,13.72274230618308
12261,ECO TRAIL VIE DI SAN FRANCESCO 2014 - ECO TRAIL VIE DI SAN FRANCESCO - LONG WAY,12 October 2014,173.0,7100,12261,60,21.516666666666666,21.516666666666666,244.0,0.29098360655737704,11.34004647560031
12262,KRALI MARKO TRAILS 2014 - 65 KM,12 October 2014,65.0,3200,12262,53,7.989444444444445,8.086388888888889,97.0,0.32989690721649484,11.995465631548212
12263,CONOCIENDO A LA PACHA MAMA 2014 - 53K,12 October 2014,53.9,2190,12263,23,7.905555555555556,8.743055555555555,75.8,0.2889182058047493,8.669737887212072
12264,ULTRA-TRAIL DEL RINCON 2014 - UTR 170K,10 October 2014,168.0,6610,12264,18,26.204722222222223,28.274444444444445,234.1,0.28235796668090557,8.27956144142728
12265,ULTRA-TRAIL DEL RINCON 2014 - UTR 100K,11 October 2014,97.5,3680,12265,52,11.208333333333334,11.38861111111111,134.3,0.27401340282948616,11.79248274348155
12266,SAXOPRINT PFALZ TRAIL 2014 - ULTRARUN,11 October 2014,85.4,2440,12266,80,7.517777777777778,7.801666666666667,109.80000000000001,0.22222222222222218,14.073915829950867
12267,MESASTILA CHALLENGE ULTRA 2014 - 60 KM,11 October 2014,72.7,5010,12267,11,12.96861111111111,13.491388888888888,122.80000000000001,0.4079804560260586,9.102102163931727
12268,"TRAIL DU COUSSON ""LES ROUTES DU TEMPS"" 2014 - COUSSON - LES ROUTES DU TEMPS",12 October 2014,46.2,2230,12268,172,4.111944444444444,4.35,68.5,0.32554744525547447,15.74712643678161
12269,HASETSUNE 2014 - HASETSUNE CUP,12 October 2014,63.1,3670,12269,1922,7.020277777777777,7.367222222222222,99.80000000000001,0.36773547094188375,13.546489706658626
12271,ULTRA TRAIL ATLAS TOUBKAL 2014 - UTAT - 105K,2 October 2014,93.3,5620,12271,119,14.909444444444444,14.909444444444444,149.5,0.3759197324414716,10.027201252002833
12272,ULTRA TRAIL ATLAS TOUBKAL 2014 - UTAT - VIREE D'IKKIS,2 October 2014,26.0,1400,12272,170,2.7019444444444445,2.7169444444444446,40.0,0.35,14.722421020345568
12273,ULTRA TRAIL ATLAS TOUBKAL 2014 - UTAT - MARATHON DE L'ATLAS,2 October 2014,42.0,2600,12273,110,4.557777777777778,5.008611111111111,68.0,0.38235294117647056,13.576618046697355
12274,ULTRA TRAIL ATLAS TOUBKAL 2014 - UTAT - LE CHALLENGE DE L'ATLAS,2 October 2014,68.0,4000,12274,67,7.993055555555555,7.993055555555555,108.0,0.37037037037037035,13.511728931364031
